config,ok_rows,error_rows,objective,mean_branch_len,len1_ratio,mean_activation_density,tracked_lift_mean,tracked_separation_mean,valence_lift,social_orientation_lift,action_tendency_class_lift,appraisal_family_lift,control_state_lift,valence_separation,social_orientation_separation,action_tendency_class_separation,appraisal_family_separation,control_state_separation,params_json
thr0.70_topk2_clip1.8_inh0.12_midfat,24,0,0.172622,35.833333,0.166667,0.785236,-0.083333,0.211226,-0.083333,0.0,0.041667,-0.166667,-0.208333,0.552157,0.075411,0.281911,0.085353,0.061297,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.18, ""fatigue_k_leak"": 0.05, ""fatigue_threshold_gain"": 0.1, ""inhibitory_suppression_gain"": 0.12, ""input_signal_clip"": 1.8, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8799999999999999, ""k_threshold_base"": 0.7, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.67_topk3_clip1.8_inh0.18_midfat,24,0,0.161099,37.041667,0.083333,0.850162,-0.1,0.136643,-0.083333,-0.083333,-0.125,-0.083333,-0.125,0.267005,0.127237,0.144534,0.105646,0.038792,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.18, ""fatigue_k_leak"": 0.05, ""fatigue_threshold_gain"": 0.1, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.8, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8500000000000001, ""k_threshold_base"": 0.67, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.70_topk2_clip1.5_inh0.18_midfat,24,0,0.10451,33.666667,0.166667,0.764922,-0.058333,0.184622,0.041667,0.083333,-0.083333,-0.041667,-0.291667,0.309484,0.137491,0.234397,0.183356,0.058384,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.18, ""fatigue_k_leak"": 0.05, ""fatigue_threshold_gain"": 0.1, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.5, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8799999999999999, ""k_threshold_base"": 0.7, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.64_topk3_clip1.8_inh0.18_midfat,24,0,0.093424,36.875,0.125,0.822788,-0.175,0.174797,-0.041667,-0.25,-0.166667,-0.333333,-0.083333,0.602443,0.067783,0.228809,0.011987,-0.037039,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.18, ""fatigue_k_leak"": 0.05, ""fatigue_threshold_gain"": 0.1, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.8, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8200000000000001, ""k_threshold_base"": 0.64, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.70_topk2_clip1.2_inh0.12_midfat,24,0,0.074498,33.5,0.166667,0.78201,-0.075,0.180809,-0.083333,0.0,0.0,-0.125,-0.166667,0.436609,0.078307,0.226441,0.091543,0.071147,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.18, ""fatigue_k_leak"": 0.05, ""fatigue_threshold_gain"": 0.1, ""inhibitory_suppression_gain"": 0.12, ""input_signal_clip"": 1.2, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8799999999999999, ""k_threshold_base"": 0.7, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.64_topk2_clip1.8_inh0.18_midfat,24,0,0.033328,38.333333,0.083333,0.853505,-0.083333,0.09824,-0.125,-0.125,-0.041667,-0.083333,-0.041667,0.250459,0.064279,0.116483,0.027059,0.032922,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.18, ""fatigue_k_leak"": 0.05, ""fatigue_threshold_gain"": 0.1, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.8, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8200000000000001, ""k_threshold_base"": 0.64, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.64_topk3_clip1.5_inh0.12_midfat,24,0,0.009433,34.958333,0.166667,0.794389,-0.125,0.176505,-0.125,-0.083333,-0.125,-0.166667,-0.125,0.417215,0.004741,0.283097,0.042988,0.134485,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.18, ""fatigue_k_leak"": 0.05, ""fatigue_threshold_gain"": 0.1, ""inhibitory_suppression_gain"": 0.12, ""input_signal_clip"": 1.5, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8200000000000001, ""k_threshold_base"": 0.64, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.64_topk3_clip1.2_inh0.12_midfat,24,0,-0.008519,37.416667,0.125,0.826155,-0.133333,0.136651,-0.166667,-0.083333,-0.083333,-0.208333,-0.125,0.457228,0.018813,0.166996,-0.011755,0.051974,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.18, ""fatigue_k_leak"": 0.05, ""fatigue_threshold_gain"": 0.1, ""inhibitory_suppression_gain"": 0.12, ""input_signal_clip"": 1.2, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8200000000000001, ""k_threshold_base"": 0.64, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.67_topk2_clip1.8_inh0.18_midfat,24,0,-0.031291,38.958333,0.083333,0.863237,-0.125,0.100024,-0.083333,-0.166667,0.0,-0.25,-0.125,0.253552,0.058312,0.157487,-0.008684,0.039455,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.18, ""fatigue_k_leak"": 0.05, ""fatigue_threshold_gain"": 0.1, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.8, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8500000000000001, ""k_threshold_base"": 0.67, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.70_topk2_clip1.2_inh0.18_midfat,24,0,-0.16495,37.083333,0.166667,0.777034,-0.141667,0.131443,-0.125,-0.25,-0.041667,-0.208333,-0.083333,0.267145,0.081169,0.177714,0.078807,0.052381,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.18, ""fatigue_k_leak"": 0.05, ""fatigue_threshold_gain"": 0.1, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.2, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8799999999999999, ""k_threshold_base"": 0.7, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.70_topk3_clip1.5_inh0.12_midfat,24,0,-0.174436,30.666667,0.208333,0.745818,-0.116667,0.18528,-0.083333,-0.125,-0.041667,-0.125,-0.208333,0.357989,0.028515,0.263437,0.091878,0.184579,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.18, ""fatigue_k_leak"": 0.05, ""fatigue_threshold_gain"": 0.1, ""inhibitory_suppression_gain"": 0.12, ""input_signal_clip"": 1.5, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8799999999999999, ""k_threshold_base"": 0.7, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.67_topk3_clip1.8_inh0.12_midfat,24,0,-0.234384,34.791667,0.166667,0.786388,-0.133333,0.109224,-0.125,-0.125,0.0,-0.125,-0.291667,0.24118,0.01569,0.15012,0.018472,0.120659,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.18, ""fatigue_k_leak"": 0.05, ""fatigue_threshold_gain"": 0.1, ""inhibitory_suppression_gain"": 0.12, ""input_signal_clip"": 1.8, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8500000000000001, ""k_threshold_base"": 0.67, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.70_topk3_clip1.8_inh0.12_midfat,24,0,-0.277422,29.666667,0.208333,0.744444,-0.083333,0.149456,-0.083333,-0.041667,0.041667,-0.208333,-0.125,0.482435,-0.005805,0.235258,-0.012825,0.048218,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.18, ""fatigue_k_leak"": 0.05, ""fatigue_threshold_gain"": 0.1, ""inhibitory_suppression_gain"": 0.12, ""input_signal_clip"": 1.8, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8799999999999999, ""k_threshold_base"": 0.7, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.70_topk3_clip1.8_inh0.18_midfat,24,0,-0.373391,30.0,0.208333,0.732403,-0.108333,0.128138,-0.083333,-0.166667,-0.208333,-0.125,0.041667,0.187223,0.039205,0.086788,0.168321,0.159152,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.18, ""fatigue_k_leak"": 0.05, ""fatigue_threshold_gain"": 0.1, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.8, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8799999999999999, ""k_threshold_base"": 0.7, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.70_topk2_clip1.8_inh0.18_midfat,24,0,-0.576853,32.5,0.25,0.699926,-0.108333,0.12328,-0.083333,-0.166667,-0.083333,-0.125,-0.083333,0.326593,-0.011421,0.179928,0.012445,0.108855,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.18, ""fatigue_k_leak"": 0.05, ""fatigue_threshold_gain"": 0.1, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.8, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8799999999999999, ""k_threshold_base"": 0.7, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.64_topk3_clip1.2_inh0.18_highfat,24,0,-1.208373,23.375,0.416667,0.542274,-0.008333,0.181972,-0.083333,0.083333,0.041667,-0.041667,-0.041667,0.439969,0.134168,0.226554,0.132409,-0.023239,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.2, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8200000000000001, ""k_threshold_base"": 0.64, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.67_topk2_clip1.2_inh0.12_highfat,24,0,-1.316551,20.416667,0.458333,0.513592,-0.05,0.24157,-0.083333,-0.083333,0.083333,-0.083333,-0.083333,0.283559,0.057226,0.390651,0.213254,0.263162,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.12, ""input_signal_clip"": 1.2, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8500000000000001, ""k_threshold_base"": 0.67, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.64_topk2_clip1.2_inh0.12_highfat,24,0,-1.347619,22.25,0.375,0.579129,-0.091667,0.107339,-0.041667,-0.083333,-0.083333,-0.125,-0.125,0.226642,0.084926,0.057017,0.142309,0.025803,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.12, ""input_signal_clip"": 1.2, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8200000000000001, ""k_threshold_base"": 0.64, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.67_topk3_clip1.2_inh0.12_highfat,24,0,-1.407609,24.5,0.416667,0.555106,-0.091667,0.142693,-0.041667,-0.083333,0.0,-0.166667,-0.166667,0.359092,0.143022,0.138119,0.152408,-0.079178,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.12, ""input_signal_clip"": 1.2, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8500000000000001, ""k_threshold_base"": 0.67, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.67_topk3_clip1.8_inh0.18_highfat,24,0,-1.416194,24.458333,0.416667,0.549523,-0.066666,0.13339,0.0,-0.083333,0.041667,-0.208333,-0.083333,0.398661,0.116723,0.097244,0.129849,-0.075525,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.8, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8500000000000001, ""k_threshold_base"": 0.67, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.67_topk3_clip1.2_inh0.18_highfat,24,0,-1.430445,21.541667,0.416667,0.54547,-0.033333,0.130299,-0.041667,0.0,0.0,0.083333,-0.208333,0.246034,-0.043014,0.168591,0.232795,0.047091,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.2, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8500000000000001, ""k_threshold_base"": 0.67, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.70_topk2_clip1.5_inh0.12_highfat,24,0,-1.483495,20.791667,0.416667,0.550519,-0.033333,0.115933,-0.041667,0.0,0.041667,0.041667,-0.208333,0.238507,-0.004318,0.143088,0.22662,-0.024234,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.12, ""input_signal_clip"": 1.5, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8799999999999999, ""k_threshold_base"": 0.7, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.70_topk3_clip1.2_inh0.18_highfat,24,0,-1.556933,25.875,0.416667,0.550021,-0.058333,0.086208,-0.166667,-0.041667,0.125,-0.083333,-0.125,0.202985,0.034361,0.13993,0.056562,-0.002798,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.2, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8799999999999999, ""k_threshold_base"": 0.7, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.67_topk3_clip1.8_inh0.12_highfat,24,0,-1.571794,21.833333,0.458333,0.516597,-0.075,0.170329,-0.125,-0.041667,0.0,-0.125,-0.083333,0.278523,0.073605,0.230164,0.22436,0.044994,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.12, ""input_signal_clip"": 1.8, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8500000000000001, ""k_threshold_base"": 0.67, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.70_topk2_clip1.5_inh0.18_highfat,24,0,-1.585544,20.958333,0.416667,0.542947,-0.083333,0.102959,0.0,-0.125,-0.041667,-0.041667,-0.208333,0.259896,-0.051057,0.097866,0.207643,0.000447,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.5, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8799999999999999, ""k_threshold_base"": 0.7, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.70_topk3_clip1.8_inh0.12_highfat,24,0,-1.619055,18.083333,0.458333,0.508428,-0.108333,0.18087,-0.083333,-0.166667,0.0,-0.166667,-0.125,0.495711,0.087584,0.206517,0.162348,-0.047812,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.12, ""input_signal_clip"": 1.8, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8799999999999999, ""k_threshold_base"": 0.7, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.64_topk2_clip1.8_inh0.18_highfat,24,0,-1.619262,28.208333,0.416667,0.554102,-0.166667,0.09206,-0.083333,-0.25,-0.041667,-0.291667,-0.166667,0.357737,0.047451,0.098358,0.004928,-0.048172,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.8, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8200000000000001, ""k_threshold_base"": 0.64, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.64_topk3_clip1.5_inh0.18_highfat,24,0,-1.637029,26.708333,0.416667,0.552574,-0.083333,0.067862,-0.083333,-0.125,-0.041667,-0.083333,-0.083333,0.195794,0.051611,0.11268,0.018155,-0.03893,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.5, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8200000000000001, ""k_threshold_base"": 0.64, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.64_topk2_clip1.5_inh0.12_highfat,24,0,-1.648015,19.916667,0.458333,0.507224,-0.05,0.150612,0.0,0.041667,0.041667,-0.125,-0.208333,0.446025,0.011268,0.194694,0.108828,-0.007754,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.12, ""input_signal_clip"": 1.5, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8200000000000001, ""k_threshold_base"": 0.64, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.64_topk3_clip1.8_inh0.18_highfat,24,0,-1.650265,18.833333,0.416667,0.535776,-0.041667,0.081662,-0.166667,0.0,-0.041667,0.0,0.0,0.142962,-0.035273,0.261671,-0.01065,0.049598,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.8, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8200000000000001, ""k_threshold_base"": 0.64, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.70_topk2_clip1.2_inh0.18_highfat,24,0,-1.684527,28.208333,0.416667,0.550167,-0.133333,0.063889,-0.041667,-0.208333,-0.083333,-0.208333,-0.125,0.300135,0.03788,0.03651,-0.012048,-0.043031,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.2, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8799999999999999, ""k_threshold_base"": 0.7, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.67_topk2_clip1.2_inh0.18_highfat,24,0,-1.717868,25.458333,0.416667,0.545601,-0.1,0.054942,0.0,-0.166667,-0.125,-0.125,-0.083333,0.365544,-0.000551,-0.005809,-0.020755,-0.063721,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.2, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8500000000000001, ""k_threshold_base"": 0.67, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.64_topk2_clip1.2_inh0.18_highfat,24,0,-1.73903,26.791667,0.416667,0.549513,-0.066667,0.033863,-0.041667,-0.125,0.0,-0.125,-0.041667,0.181542,0.066911,0.013776,-0.019401,-0.073511,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.2, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8200000000000001, ""k_threshold_base"": 0.64, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.70_topk3_clip1.5_inh0.18_highfat,24,0,-1.741456,30.5,0.416667,0.557112,-0.15,0.045224,-0.083333,-0.333333,-0.125,-0.208333,0.0,0.298795,0.029828,-0.043627,-0.028228,-0.030646,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.5, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8799999999999999, ""k_threshold_base"": 0.7, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.67_topk2_clip1.5_inh0.18_highfat,24,0,-1.760348,27.833333,0.416667,0.556189,-0.166667,0.052922,-0.083333,-0.166667,-0.041667,-0.291667,-0.25,0.195541,0.075344,0.062302,0.004123,-0.0727,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.5, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8500000000000001, ""k_threshold_base"": 0.67, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.70_topk3_clip1.8_inh0.18_highfat,24,0,-1.791947,25.916667,0.416667,0.550501,-0.15,0.045121,-0.125,-0.291667,-0.083333,-0.208333,-0.041667,0.227077,0.00382,0.019248,0.012677,-0.037215,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.8, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8799999999999999, ""k_threshold_base"": 0.7, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.64_topk2_clip1.5_inh0.18_highfat,24,0,-1.792208,24.625,0.416667,0.549561,-0.116667,0.03971,0.0,-0.25,-0.083333,-0.166667,-0.083333,0.188851,-0.02237,0.090447,-0.04145,-0.016929,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.5, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8200000000000001, ""k_threshold_base"": 0.64, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.67_topk3_clip1.5_inh0.18_highfat,24,0,-1.808157,26.333333,0.416667,0.555469,-0.116667,0.029664,-0.083333,-0.166667,0.0,-0.208333,-0.125,0.163595,-0.010124,0.053381,-0.000927,-0.057605,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.5, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8500000000000001, ""k_threshold_base"": 0.67, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
