config,ok_rows,error_rows,objective,mean_branch_len,len1_ratio,mean_activation_density,tracked_lift_mean,tracked_separation_mean,valence_lift,social_orientation_lift,action_tendency_class_lift,appraisal_family_lift,control_state_lift,valence_separation,social_orientation_separation,action_tendency_class_separation,appraisal_family_separation,control_state_separation,params_json
thr0.67_topk3_clip1.8_inh0.18_highfat,24,0,-1.524841,21.208333,0.416667,0.538857,0.025,0.089971,0.083333,0.041667,0.083333,0.041667,-0.125,0.209886,-0.030468,0.256466,0.035276,-0.021304,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.8, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8500000000000001, ""k_threshold_base"": 0.67, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.64_topk3_clip1.2_inh0.18_highfat,24,0,-1.525432,21.0,0.416667,0.535525,0.008333,0.096358,0.125,0.083333,-0.041667,0.083333,-0.208333,0.346157,-0.001864,0.15879,0.002807,-0.024101,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.2, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8200000000000001, ""k_threshold_base"": 0.64, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.67_topk3_clip1.2_inh0.18_highfat,24,0,-1.563555,14.208333,0.458333,0.501175,0.083333,0.156561,-0.041667,0.083333,0.166667,0.208333,0.0,0.57204,-0.116483,0.224579,0.14279,-0.040121,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.2, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8500000000000001, ""k_threshold_base"": 0.67, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.64_topk2_clip1.8_inh0.12_highfat,24,0,-1.564863,19.458333,0.458333,0.503889,0.066667,0.143612,0.041667,0.125,0.083333,0.083333,0.0,0.388375,-0.060422,0.214866,0.141397,0.033845,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.12, ""input_signal_clip"": 1.8, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8200000000000001, ""k_threshold_base"": 0.64, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.67_topk2_clip1.2_inh0.12_highfat,24,0,-1.574023,19.625,0.458333,0.511245,0.025,0.149857,-0.041667,0.125,0.083333,0.166667,-0.208333,0.388086,-0.078605,0.293626,0.126855,0.019323,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.12, ""input_signal_clip"": 1.2, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8500000000000001, ""k_threshold_base"": 0.67, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.64_topk3_clip1.8_inh0.12_highfat,24,0,-1.618225,18.208333,0.458333,0.506957,-0.025,0.157411,-0.041667,0.041667,0.0,0.041667,-0.166667,0.315663,-0.071148,0.304433,0.146987,0.091119,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.12, ""input_signal_clip"": 1.8, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8200000000000001, ""k_threshold_base"": 0.64, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.70_topk2_clip1.5_inh0.18_highfat,24,0,-1.654667,14.916667,0.458333,0.495636,0.008333,0.151643,-0.041667,0.0,0.041667,0.083333,-0.041667,0.58325,-0.132567,0.189639,0.158863,-0.04097,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.5, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8799999999999999, ""k_threshold_base"": 0.7, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.64_topk2_clip1.5_inh0.18_highfat,24,0,-1.686213,17.416667,0.458333,0.504415,0.041667,0.122284,0.125,0.041667,0.041667,0.083333,-0.083333,0.358116,-0.014155,0.204652,0.026832,0.035973,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.5, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8200000000000001, ""k_threshold_base"": 0.64, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.70_topk3_clip1.8_inh0.12_highfat,24,0,-1.727128,20.083333,0.458333,0.507202,-0.041667,0.125114,-0.041667,-0.041667,0.0,0.0,-0.125,0.333832,-0.061075,0.267972,0.077171,0.007671,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.12, ""input_signal_clip"": 1.8, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8799999999999999, ""k_threshold_base"": 0.7, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.64_topk3_clip1.8_inh0.18_highfat,24,0,-1.771682,14.958333,0.416667,0.525342,-0.091667,0.076944,0.0,-0.166667,0.083333,-0.125,-0.25,0.452802,-0.033525,0.1618,0.014788,-0.211147,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.8, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8200000000000001, ""k_threshold_base"": 0.64, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.70_topk2_clip1.8_inh0.12_highfat,24,0,-1.835639,17.458333,0.458333,0.498331,-0.033333,0.102975,0.125,-0.125,-0.041667,-0.041667,-0.083333,0.347276,-0.073781,0.205417,-3.4e-05,0.035996,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.12, ""input_signal_clip"": 1.8, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8799999999999999, ""k_threshold_base"": 0.7, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.67_topk3_clip1.5_inh0.18_highfat,24,0,-1.892729,13.125,0.458333,0.493939,-0.05,0.106473,0.0,-0.083333,-0.083333,0.0,-0.083333,0.328054,-0.048034,0.228367,0.073644,-0.049668,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.5, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8500000000000001, ""k_threshold_base"": 0.67, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.67_topk2_clip1.5_inh0.18_highfat,24,0,-1.985842,12.833333,0.458333,0.500273,-0.008333,0.066704,0.0,-0.125,0.166667,-0.041667,-0.041667,0.411272,-0.088779,0.115643,0.028556,-0.133172,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.5, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8500000000000001, ""k_threshold_base"": 0.67, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.70_topk2_clip1.5_inh0.12_highfat,24,0,-2.00275,13.125,0.5,0.46678,0.083333,0.105779,0.125,0.083333,0.166667,0.083333,-0.041667,0.289326,0.119148,0.274482,-0.024595,-0.129467,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.12, ""input_signal_clip"": 1.5, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8799999999999999, ""k_threshold_base"": 0.7, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.70_topk3_clip1.5_inh0.18_highfat,24,0,-2.010775,15.833333,0.5,0.471161,0.075,0.095901,0.125,0.083333,0.125,0.083333,-0.041667,0.312357,0.013247,0.255692,0.040564,-0.142353,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.5, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8799999999999999, ""k_threshold_base"": 0.7, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.70_topk2_clip1.8_inh0.18_highfat,24,0,-2.055128,15.166667,0.458333,0.499421,-0.05,0.051813,-0.041667,-0.125,0.041667,0.0,-0.125,0.382126,-0.068407,0.113915,-0.011049,-0.157519,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.8, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8799999999999999, ""k_threshold_base"": 0.7, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.70_topk3_clip1.2_inh0.12_highfat,24,0,-2.055153,17.333333,0.458333,0.501597,-0.083333,0.053813,-0.041667,-0.166667,0.0,-0.083333,-0.125,0.410181,-0.092518,0.092547,0.013135,-0.15428,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.12, ""input_signal_clip"": 1.2, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8799999999999999, ""k_threshold_base"": 0.7, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.70_topk3_clip1.8_inh0.18_highfat,24,0,-2.11233,13.333333,0.5,0.462179,-0.066667,0.118254,0.125,-0.125,-0.041667,-0.125,-0.166667,0.3558,0.10751,0.145823,0.074762,-0.092625,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.8, ""input_topk"": 3, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8799999999999999, ""k_threshold_base"": 0.7, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
thr0.70_topk2_clip1.2_inh0.18_highfat,24,0,-2.147922,14.875,0.458333,0.495785,-0.175,0.063173,-0.041667,-0.25,-0.041667,-0.208333,-0.333333,0.488374,-0.116402,0.093533,0.008767,-0.158407,"{""activity_churn_eps"": 0.02, ""fatigue_gain"": 0.24, ""fatigue_k_leak"": 0.07, ""fatigue_threshold_gain"": 0.14, ""inhibitory_suppression_gain"": 0.18, ""input_signal_clip"": 1.2, ""input_topk"": 2, ""intrinsic_alignment_gain"": 0.24, ""k_decay"": 0.99, ""k_remem_base"": 0.8799999999999999, ""k_threshold_base"": 0.7, ""ne_remem_reduce_gain"": 0.25, ""ne_thresh_reduce_gain"": 0.25, ""refractory_ticks"": 1}"
